index,x,y,z,color,lum,absmag,appmag,distly,distly_datetime,date
55167,10.5365,-14.5753,1.1438,0.451,2.76421,3.62,4.9,58.75,21443.75,2/22/56
32768,-6.0725,-16.9269,-1.2204,0.342,2.49877,3.73,5.01,58.76,21447.4,2/18/56
55537,0.1275,3.1245,17.7512,1.609,0.00389,10.75,12.03,58.76,21447.4,2/18/56
37109,-13.0316,-7.1583,10.2007,-0.63,0.00611,10.26,11.54,58.78,21454.7,2/11/56
30408,-16.6749,-4.7767,4.9362,0.266,10.05071,2.22,3.5,58.79,21458.35,2/7/56
90214,10.4962,8.7624,-11.7944,1.086,0.05745,7.83,9.11,58.87,21487.55,1/9/56
42464,-10.2782,-2.0325,14.7106,0.902,0.23958,6.28,7.56,58.88,21491.2,1/5/56
71114,4.1753,13.6735,11.0354,0.82,0.50055,5.48,6.76,58.88,21491.2,1/5/56
71242,17.8561,-1.4877,2.4144,0.946,0.58667,5.3,6.59,58.94,21513.1,12/14/55
52525,8.6873,-14.9721,5.2427,1.478,0.0093,9.8,11.09,58.96,21520.4,12/7/55
54015,-1.0493,2.3596,17.9078,1.416,0.01503,9.28,10.57,58.98,21527.7,11/30/55
72012,13.7391,8.6772,7.9785,1.575,0.01003,9.72,11.01,59.02,21542.3,11/15/55
56141,4.5887,-1.8849,17.4167,0.706,2.61702,3.68,4.97,59.04,21549.6,11/8/55
25462,-17.0862,-5.9181,-1.1075,0.82,0.68253,5.14,6.43,59.06,21556.9,11/1/55
34807,-15.034,-4.2493,9.1906,0.423,2.26253,3.84,5.13,59.09,21567.85,10/21/55
67572,4.4048,11.5783,13.259,0.902,0.58015,5.32,6.61,59.15,21589.75,9/29/55
70174,17.2046,1.0813,5.6861,-0.63,0.01127,9.6,10.89,59.18,21600.7,9/18/55
72950,18.0622,0.7378,1.8519,1.137,0.03671,8.31,9.61,59.24,21622.6,8/27/55
22843,6.0522,-14.5995,-9.0426,0.636,1.41429,4.35,5.65,59.36,21666.4,7/14/55
52245,5.5378,-11.2641,13.1907,0.317,4.90387,3,4.3,59.36,21666.4,7/14/55
1501,2.4451,-0.1045,-18.0464,1.542,0.00884,9.86,11.16,59.37,21670.05,7/10/55
33200,-8.2258,-16.2371,0.5977,1.038,0.11033,7.12,8.42,59.37,21670.05,7/10/55
46338,-4.2841,-8.0624,15.7616,-0.63,0.0029,11.07,12.37,59.38,21673.7,7/7/55
17268,0.0476,-13.4305,-12.3341,0.991,4.3232,3.14,4.44,59.45,21699.25,6/11/55
7679,-11.1157,8.6084,-11.6646,0.144,22.77143,1.33,2.64,59.55,21735.75,5/6/55
36571,-1.9204,-18.1838,-0.3472,1.542,0.01427,9.34,10.65,59.62,21761.3,4/10/55
33176,-6.1933,-17.2102,-0.803,1.137,0.07644,7.52,8.83,59.69,21786.85,3/16/55
37793,-12.5014,-8.1362,10.6455,1.416,0.08873,7.35,8.67,59.74,21805.1,2/25/55
34405,-14.4466,-8.4211,7.5287,1.137,0.07957,7.47,8.79,59.78,21819.7,2/11/55
39962,-6.9237,-14.5731,8.7243,0.902,0.19449,6.5,7.82,59.79,21823.35,2/7/55
13048,-7.4218,-6.2363,-15.5867,1.137,0.05617,7.85,9.17,59.84,21841.6,1/20/55
91245,5.5778,15.2084,-8.7108,0.54,1.08463,4.64,5.96,59.96,21885.4,12/7/54
28936,0.4909,-16.9866,-7.0709,0.902,0.4965,5.49,6.81,60,21900,11/23/54
41087,-11.8905,1.5063,14.0001,0.603,2.44929,3.75,5.08,60.08,21929.2,10/24/54
38723,-10.5222,-11.1507,10.2336,0.902,0.1808,6.58,7.91,60.09,21932.85,10/21/54
3448,-9.994,15.427,-1.4695,1.542,0.01437,9.33,10.66,60.11,21940.15,10/13/54
16826,-13.5266,11.8537,4.1601,0.706,0.22003,6.37,7.7,60.18,21965.7,9/18/54
56500,5.9163,-2.9977,17.2351,0.902,0.17014,6.65,7.98,60.2,21973,9/11/54
99182,6.3097,-1.7602,-17.2664,1.609,0.00439,10.62,11.95,60.2,21973,9/11/54
16393,-17.0624,5.7467,-4.1247,0.946,0.10446,7.18,8.51,60.21,21976.65,9/7/54
46105,-5.4495,-6.515,16.3999,1.542,0.00585,10.31,11.64,60.21,21976.65,9/7/54
89124,8.205,14.4983,-8.0013,0.396,4.31961,3.14,4.47,60.25,21991.25,8/23/54
31072,-17.0958,-2.1397,6.7328,0.266,5.75769,2.82,4.16,60.3,22009.5,8/5/54
36239,-13.3029,-9.1849,9.0476,0.946,0.24073,6.27,7.61,60.39,22042.35,7/3/54
55822,1.4854,1.8605,18.3752,1.137,0.07476,7.54,8.88,60.4,22046,6/30/54
72143,2.7034,14.8909,10.6898,0.991,0.17935,6.59,7.93,60.4,22046,6/30/54
67217,16.9163,-2.1597,7.2801,1.038,0.29535,6.05,7.39,60.45,22064.25,6/11/54
10940,-13.7078,6.0626,-10.9397,1.137,0.13645,6.89,8.23,60.49,22078.85,5/28/54
39817,-1.0334,-18.3507,2.5537,0.317,9.70473,2.26,3.6,60.49,22078.85,5/28/54
99521,-2.8061,13.7437,-12.1533,0.54,0.06069,7.77,9.11,60.5,22082.5,5/24/54
3567,-10.1444,15.5441,-0.5663,0.48,3.21832,3.46,4.8,60.54,22097.1,5/9/54
86603,10.9717,13.3867,-6.7565,1.137,0.18885,6.53,7.88,60.57,22108.05,4/28/54
54611,2.0608,-1.1147,18.4461,1.416,0.04495,8.09,9.44,60.62,22126.3,4/10/54
82065,2.3043,17.9063,4.4501,0.369,4.29298,3.14,4.49,60.62,22126.3,4/10/54
46464,0.4271,-14.8158,11.2447,1.137,0.01893,9.03,10.38,60.65,22137.25,3/30/54
64221,6.8977,7.5372,15.5689,0.603,2.71676,3.64,4.99,60.71,22159.15,3/8/54
28719,-17.9473,-1.735,4.6955,1.416,0.03619,8.33,9.68,60.74,22170.1,2/25/54
59573,0.6115,7.8705,16.8889,1.416,0.02265,8.84,10.19,60.78,22184.7,2/11/54
61349,12.2636,-2.9327,13.7789,0.317,7.66732,2.51,3.87,60.89,22224.85,1/2/54
70640,18.3215,-2.8101,2.2974,1.086,0.03987,8.22,9.58,60.89,22224.85,1/2/54
58823,12.9631,-11.0891,7.6226,0.902,40.64132,0.7,2.06,60.91,22232.15,12/25/53
99281,5.2357,0.8002,-17.9182,0.946,0.36389,5.82,7.18,60.91,22232.15,12/25/53
29160,-14.2701,-12.0869,-0.1963,1.137,0.12072,7.02,8.38,60.97,22254.05,12/3/53
89504,12.7497,4.9409,-12.7952,0.706,0.64702,5.2,6.56,61.05,22283.25,11/4/53
88772,11.6669,-9.7891,-10.9089,0.636,1.46975,4.31,5.67,61.07,22290.55,10/28/53
93008,10.4728,2.6351,-15.3163,0.423,2.88117,3.58,4.94,61.09,22297.85,10/21/53
77193,16.3942,9.0306,1.2968,1.038,0.16617,6.67,8.04,61.16,22323.4,9/25/53
53368,7.8273,-12.5313,11.5687,0.902,0.02997,8.53,9.9,61.17,22327.05,9/21/53
28297,-17.401,3.4125,6.3209,0.991,0.07236,7.58,8.95,61.37,22400.05,7/10/53
3317,-0.5725,1.1612,-18.7914,0.82,0.38017,5.78,7.15,61.41,22414.65,6/26/53
77424,16.8483,-5.8058,-6.199,1.086,0.11001,7.12,8.5,61.51,22451.15,5/20/53
84103,4.9245,18.1782,1.1974,0.706,0.93242,4.8,6.18,61.52,22454.8,5/17/53
6596,-7.9184,5.1427,-16.3561,-0.63,0.00634,10.22,11.6,61.57,22473.05,4/28/53
64122,14.105,-0.6263,12.543,1.242,0.04553,8.08,9.46,61.57,22473.05,4/28/53
796,0.6582,4.8236,-18.2512,0.396,3.06501,3.51,4.89,61.58,22476.7,4/25/53
94956,-2.0564,17.9921,-5.3724,1.542,0.04769,8.03,9.41,61.58,22476.7,4/25/53
83518,15.5376,8.5456,-6.5292,1.086,0.0533,7.91,9.29,61.6,22484,4/18/53
9956,-7.0447,-2.6219,-17.3449,1.086,0.08533,7.4,8.78,61.63,22494.95,4/7/53
95891,-2.0033,17.4699,-7.0157,-0.63,0.00571,10.33,11.72,61.72,22527.8,3/5/53
76613,16.8134,8.529,1.7695,0.902,14.20913,1.84,3.23,61.73,22531.45,3/1/53
71871,17.5924,4.2377,5.6385,1.478,0.00442,10.61,12,61.79,22553.35,2/7/53
5428,-11.3389,15.1083,-1.759,1.189,0.02005,8.97,10.36,61.85,22575.25,1/16/53
36039,-14.1545,-8.3438,9.5206,-0.63,0.00533,10.41,11.8,61.91,22597.15,12/25/52
73439,-3.5735,15.8194,9.941,1.137,0.10679,7.15,8.55,62.01,22633.65,11/19/52
76227,13.8036,12.2481,4.6141,1.416,0.0238,8.78,10.18,62.01,22633.65,11/19/52
91388,12.1968,-5.3309,-13.5943,1.242,0.08723,7.37,8.77,62.02,22637.3,11/15/52
30283,-17.4187,-6.2355,4.5753,0.021,0.03786,8.28,9.68,62.13,22677.45,10/6/52
80448,11.5214,15.1388,1.2561,-0.63,0.00671,10.16,11.56,62.15,22684.75,9/29/52
65074,-0.9842,12.9914,13.9297,1.137,0.12441,6.99,8.39,62.18,22695.7,9/18/52
70522,14.018,8.292,9.9257,1.478,0.01415,9.35,10.75,62.18,22695.7,9/18/52
12564,-7.005,-6.5439,-16.5101,-0.63,0.02332,8.81,10.21,62.24,22717.6,8/27/52
29209,-18.2613,-2.3832,5.046,0.671,1.20181,4.53,5.93,62.25,22721.25,8/23/52
78333,11.8714,14.5511,3.457,0.423,5.96808,2.79,4.19,62.25,22721.25,8/23/52
35533,-14.1143,6.655,11.0305,1.416,0.0217,8.88,10.29,62.3,22739.5,8/5/52
70867,18.5256,-4.6897,0.6339,1.038,0.13213,6.92,8.33,62.33,22750.45,7/25/52
88438,13.0348,7.9951,-11.5033,1.609,0.00748,10.04,11.45,62.38,22768.7,7/7/52
38309,-13.9492,-2.5924,12.8449,0.509,1.1853,4.54,5.95,62.39,22772.35,7/3/52
62909,11.8567,1.0142,15.055,1.137,0.03343,8.41,9.83,62.56,22834.4,5/2/52
83453,16.8934,2.8582,-8.6433,1.038,0.12251,7,8.42,62.56,22834.4,5/2/52
56480,10.708,-15.1508,-4.9332,-0.63,0.05401,7.89,9.31,62.58,22841.7,4/25/52
89372,10.0715,12.8142,-10.1861,0.991,0.15758,6.73,8.15,62.66,22870.9,3/27/52
32931,-13.9992,-12.4103,4.4371,0.82,0.30607,6.01,7.43,62.68,22878.2,3/19/52
16345,-15.1148,-2.8668,-11.539,0.396,2.02299,3.96,5.38,62.69,22881.85,3/16/52
33883,-8.6622,-17.11,1.4764,0.317,21.19144,1.41,2.83,62.7,22885.5,3/12/52
24563,-9.601,-14.756,-7.7684,1.038,0.20822,6.43,7.85,62.73,22896.45,3/1/52
97868,9.0616,-7.1601,-15.3905,1.242,0.077,7.51,8.93,62.73,22896.45,3/1/52
83765,9.3229,16.7937,-1.3168,0.706,0.24603,6.25,7.67,62.76,22907.4,2/19/52
57351,12.1523,-11.7955,9.1812,0.342,5.85461,2.81,4.23,62.8,22922,2/5/52
69644,7.5293,12.4287,12.6638,-0.63,0.00759,10.02,11.45,62.84,22936.6,1/21/52
23627,-3.3466,-16.2512,-9.8171,0.095,8.32085,2.42,3.85,62.85,22940.25,1/17/52
76488,17.01,8.8854,2.0613,1.242,0.03955,8.23,9.66,62.92,22965.8,12/23/51
98957,0.5206,10.8169,-15.9815,1.416,0.0422,8.16,9.59,62.93,22969.45,12/19/51
25757,-17.5117,-7.9688,-1.7606,0.555,1.52059,4.27,5.7,62.98,22987.7,12/1/51
39793,-3,-18.5331,4.6377,1.038,0.13767,6.88,8.31,63.04,23009.6,11/9/51
83905,10.9614,15.7028,-2.6926,0.781,0.40073,5.72,7.15,63.04,23009.6,11/9/51
3847,5.8606,-9.4728,-15.8311,1.242,0.0461,8.07,9.5,63.1,23031.5,10/18/51
88261,0.9718,19.336,-0.161,0.991,0.24426,6.26,7.69,63.12,23038.8,10/11/51
83077,12.5575,14.5148,-2.7649,0.48,2.6134,3.68,5.12,63.22,23075.3,9/4/51
93987,11.1086,-5.5354,-14.8988,-0.63,0.01372,9.38,10.82,63.22,23075.3,9/4/51
22334,-6.0833,-15.1995,-10.3986,1.416,0.03779,8.28,9.72,63.23,23078.95,9/1/51
20104,-17.776,7.609,1.7349,1.416,0.01197,9.53,10.97,63.29,23100.85,8/10/51
27146,-6.6584,-17.0139,-6.564,-0.63,0.01684,9.16,10.6,63.29,23100.85,8/10/51
85721,15.9068,3.4336,-10.5936,0.743,0.66433,5.17,6.61,63.3,23104.5,8/6/51
97527,5.3469,5.5994,-17.8319,1.242,0.0192,9.02,10.46,63.37,23130.05,7/11/51
96036,7.9391,3.2556,-17.4523,-0.63,0.00549,10.38,11.82,63.4,23141,7/1/51
34686,6.1418,-17.0036,-7.1877,0.396,7.04813,2.6,4.05,63.42,23148.3,6/23/51
72507,17.3234,6.3793,6.1531,0.706,0.90415,4.83,6.28,63.44,23155.6,6/16/51
98151,3.4028,7.9756,-17.4287,0.991,0.22314,6.35,7.8,63.46,23162.9,6/9/51
6235,-3.1829,-1.0259,-19.2158,0.902,0.48114,5.52,6.97,63.58,23206.7,4/26/51
62637,14.4222,-3.4409,12.6783,1.242,0.04725,8.04,9.49,63.6,23214,4/19/51
58520,7.0912,-0.3247,18.1915,1.416,0.01582,9.23,10.68,63.66,23235.9,3/28/51
61516,9.4627,2.0309,16.9648,0.902,0.2106,6.42,7.87,63.67,23239.55,3/24/51
68859,12.3323,8.6633,12.423,0.991,0.47804,5.53,6.98,63.67,23239.55,3/24/51
32903,-9.0527,-17.3182,0.4428,-0.63,0.03734,8.29,9.75,63.72,23257.8,3/6/51
35411,-16.059,-2.0734,10.9692,1.416,0.01475,9.3,10.76,63.76,23272.4,2/19/51
958,-9.6779,15.8999,6.0162,1.416,0.01039,9.68,11.14,63.77,23276.05,2/15/51
38677,-13.3329,6.6116,12.6959,0.509,2.51662,3.72,5.18,63.77,23276.05,2/15/51
22133,-0.1955,-16.2959,-10.8337,0.706,0.47551,5.53,6.99,63.8,23287,2/5/51
59279,11.3811,-5.036,15.122,1.416,0.02593,8.69,10.15,63.85,23305.25,1/17/51
60432,-7.5635,14.0625,11.3536,0.706,0.52745,5.42,6.88,63.87,23312.55,1/10/51
25702,-18.6329,-6.0664,-0.6932,0.396,2.87647,3.58,5.04,63.92,23330.8,12/23/50
30941,-17.9455,-5.3579,5.8971,1.542,0.00946,9.78,11.25,64.01,23363.65,11/20/50
7584,-12.5937,11.0863,-10.2434,0.423,12.85513,1.95,3.42,64.08,23389.2,10/25/50
61656,11.797,-0.7148,15.723,0.82,0.23637,6.29,7.76,64.12,23403.8,10/11/50
31345,-18.0065,-0.6327,7.9288,0.706,0.25484,6.21,7.68,64.17,23422.05,9/22/50
73921,16.1778,9.4545,6.0326,1.542,0.01608,9.21,10.68,64.17,23422.05,9/22/50
50431,9.2905,-17.3433,-0.74,0.317,6.64421,2.67,4.14,64.19,23429.35,9/15/50
99654,-5.6468,16.9676,-8.2475,1.416,0.03331,8.42,9.89,64.2,23433,9/12/50
7800,3.6448,-10.6699,-16.1549,1.137,0.10838,7.14,8.61,64.22,23440.3,9/4/50
1610,-9.9336,16.3137,4.9054,-0.63,0.00903,9.84,11.31,64.29,23465.85,8/10/50
96403,3.9368,11.1012,-15.8159,0.82,1.02757,4.7,6.17,64.29,23465.85,8/10/50
63089,8.0569,5.9512,16.9912,0.396,3.22095,3.46,4.93,64.3,23469.5,8/6/50
97888,-9.0013,16.6039,5.752,0.86,0.29433,6.05,7.53,64.36,23491.4,7/15/50
13647,-1.7174,-11.7133,-15.8051,1.038,0.11195,7.1,8.58,64.38,23498.7,7/8/50
48557,-6.8068,2.1564,18.4237,1.137,0.15614,6.74,8.22,64.41,23509.65,6/27/50
30364,-18.5181,-1.7335,6.6933,1.542,0.0287,8.58,10.06,64.44,23520.6,6/16/50
93348,1.453,18.0991,-7.8421,1.416,0.02241,8.85,10.33,64.48,23535.2,6/1/50
13713,-16.7805,5.3263,-9.0301,1.416,0.02142,8.9,10.38,64.5,23542.5,5/25/50
56590,9.2404,-7.5053,15.8045,1.242,0.0612,7.76,9.24,64.5,23542.5,5/25/50
92116,6.4537,14.8919,-11.3925,1.478,0.01193,9.53,11.02,64.64,23593.6,4/4/50
27177,-12.8192,-14.5857,-4.0553,0.946,8.03464,2.46,3.95,64.67,23604.55,3/24/50
85368,15.2458,-5.8379,-11.3043,-0.63,0.01761,9.11,10.6,64.73,23626.45,3/2/50
8671,-7.5147,-0.238,-18.3872,-0.63,0.00595,10.29,11.78,64.76,23637.4,2/19/50
64565,15.721,-1.4931,12.0514,0.991,0.53725,5.4,6.89,64.76,23637.4,2/19/50
53370,8.2919,-13.2734,12.2534,1.086,0.08447,7.41,8.9,64.8,23652,2/5/50
97110,6.591,4.2774,-18.2621,1.086,0.02552,8.71,10.2,64.81,23655.65,2/1/50
2808,1.8286,-1.5046,-19.7432,-0.63,0.01799,9.09,10.58,64.82,23659.3,1/28/50
84726,14.0304,12.5775,-6.3772,0.902,0.23517,6.3,7.79,64.85,23670.25,1/17/50
31131,-17.4639,3.6059,8.834,0.423,2.22704,3.86,5.35,64.88,23681.2,1/6/50
21788,-17.7516,-6.457,-6.2751,1.038,0.24205,6.27,7.76,64.89,23684.85,1/3/50
36179,-7.9792,-17.8291,3.9081,0.636,2.94166,3.55,5.05,64.94,23703.1,12/15/49
57739,12.2597,-10.3034,11.8473,0.706,0.82526,4.93,6.43,64.94,23703.1,12/15/49
86958,8.4117,17.4096,-4.8254,1.542,0.0236,8.79,10.29,64.97,23714.05,12/4/49
86853,14.9303,7.6086,-10.793,1.478,0.01476,9.3,10.8,64.98,23717.7,12/1/49
13644,-1.7326,-11.8249,-15.9569,0.902,0.02473,8.74,10.24,64.99,23721.35,11/27/49
89523,12.8571,-8.7386,-12.4877,-0.63,0.01347,9.4,10.9,65,23725,11/24/49
95667,-9.1091,16.1358,7.3668,0.991,0.30023,6.03,7.53,65,23725,11/24/49
1488,5.0622,-4.5128,-18.7727,1.822,0.00404,10.71,12.21,65.07,23750.55,10/29/49
18606,-18.7277,-0.3175,-6.9092,1.137,138.83469,-0.63,0.87,65.08,23754.2,10/25/49
32959,-17.1367,-6.921,7.5917,0.991,0.24389,6.26,7.76,65.13,23772.45,10/7/49
80291,17.1211,-5.8938,-8.4554,1.542,0.00928,9.81,11.31,65.15,23779.75,9/30/49
29889,1.3613,-18.5248,-7.3931,1.137,0.0724,7.58,9.08,65.17,23787.05,9/22/49
80276,0.5238,18.7847,6.8455,0.82,0.47431,5.53,7.04,65.2,23798,9/12/49
54208,10.1253,-14.4435,9.4692,-0.63,0.0179,9.09,10.6,65.27,23823.55,8/17/49
96856,-7.6686,18.3765,2.1111,1.478,0.03541,8.35,9.86,65.28,23827.2,8/13/49
37348,-12.1294,-12.8726,9.4051,1.478,0.03144,8.48,9.99,65.3,23834.5,8/6/49
1126,-5.4904,13.7794,-13.4696,-0.63,0.00599,10.28,11.79,65.32,23841.8,7/30/49
53284,-3.8601,5.4723,18.8923,-0.63,0.00646,10.2,11.71,65.34,23849.1,7/22/49
43429,5.316,-19.311,-0.8681,-0.63,0.01933,9.01,10.52,65.36,23856.4,7/15/49
70268,19.5501,-3.8667,2.2918,0.991,37.90266,0.78,2.29,65.4,23871,7/1/49
39545,-11.8448,11.3032,11.5979,0.991,0.07706,7.51,9.02,65.41,23874.65,6/27/49
80180,18.2415,-3.1565,-7.7366,1.242,0.05634,7.85,9.36,65.41,23874.65,6/27/49
94203,8.4889,7.7931,-16.4446,0.636,1.886,4.04,5.55,65.46,23892.9,6/9/49
24036,-16.4737,-10.1568,-5.4453,1.416,0.04136,8.18,9.7,65.54,23922.1,5/10/49
18297,-13.9421,-7.9099,-12.1411,-0.63,0.00811,9.95,11.47,65.55,23925.75,5/7/49
50621,8.3137,-17.4481,5.5646,1.137,0.1297,6.94,8.46,65.57,23933.05,4/29/49
53164,10.6385,-16.9641,1.9295,1.038,0.23394,6.3,7.82,65.58,23936.7,4/26/49
18917,-6.0961,-13.7926,-13.3392,0.317,5.27001,2.92,4.44,65.63,23954.95,4/8/49
64188,10.3756,5.4706,16.3631,0.902,0.43034,5.64,7.16,65.63,23954.95,4/8/49
48993,3.3873,-15.0794,12.9277,-0.63,0.00606,10.27,11.79,65.69,23976.85,3/17/49
69409,16.8089,4.9286,9.9577,0.902,0.45974,5.57,7.09,65.69,23976.85,3/17/49
51049,6.9958,-15.7653,10.4242,1.137,0.04006,8.22,9.74,65.7,23980.5,3/13/49
81843,10.9678,16.9078,0.3858,0.706,0.55317,5.37,6.89,65.71,23984.15,3/9/49
70906,19.8221,-1.2299,3.4786,1.478,0.02224,8.86,10.38,65.73,23991.45,3/2/49
18914,-15.1662,-7.3917,-11.0524,1.416,0.02463,8.75,10.27,65.75,23998.75,2/23/49
45053,-0.0269,-17.4626,10.1495,1.137,0.05657,7.84,9.37,65.85,24035.25,1/17/49
8514,-13.2892,9.4519,-11.9378,0.991,49.78983,0.48,2.01,65.89,24049.85,1/3/49
96554,7.1436,4.8042,-18.3393,1.542,0.0073,10.07,11.6,66.05,24108.25,11/5/48
21515,-12.8251,-12.1138,-9.9772,1.086,0.05802,7.82,9.35,66.07,24115.55,10/29/48
97702,-6.5209,19.0405,-2.4919,0.451,1.87124,4.04,5.58,66.11,24130.15,10/14/48
449,-9.198,18.0255,-1.3856,0.706,1.29511,4.44,5.98,66.13,24137.45,10/7/48
91241,0.1784,20.0552,-3.1142,0.902,0.04414,8.11,9.65,66.17,24152.05,9/22/48
17244,-2.5428,-14.1822,-14.3006,0.369,6.32428,2.72,4.26,66.18,24155.7,9/19/48
91929,1.7316,19.336,-6.0056,0.902,0.25935,6.19,7.73,66.25,24181.25,8/24/48
907,7.215,-7.8089,-17.3325,0.902,0.41536,5.68,7.22,66.29,24195.85,8/10/48
61259,12.6906,-15.1448,-4.8518,0.706,0.65306,5.19,6.73,66.33,24210.45,7/26/48
96551,7.1756,4.8315,-18.4153,1.478,0.00764,10.02,11.56,66.33,24210.45,7/26/48
60809,4.5068,6.6379,18.7151,1.298,0.04917,8,9.54,66.38,24228.7,7/8/48
82697,7.4065,18.9084,1.608,1.038,0.27291,6.13,7.68,66.41,24239.65,6/27/48
71295,17.4405,6.6144,8.2191,0.509,1.28394,4.45,6,66.45,24254.25,6/12/48
1562,-0.7351,5.6934,-19.5625,0.636,0.89685,4.84,6.39,66.46,24257.9,6/9/48
84768,15.3514,11.0979,-7.5602,1.242,0.02711,8.64,10.19,66.49,24268.85,5/29/48
29078,-18.6129,3.8069,7.4994,1.038,0.20812,6.43,7.98,66.58,24301.7,4/26/48
17188,-15.6935,-4.8593,-12.1428,1.137,0.05734,7.83,9.38,66.6,24309,4/19/48
42868,-10.0257,-6.7207,16.4822,1.416,0.0321,8.46,10.01,66.6,24309,4/19/48
49078,2.4757,-13.9834,14.6861,-0.63,0.00689,10.13,11.68,66.6,24309,4/19/48
55061,7.0185,-7.3523,17.7209,0.902,0.30655,6.01,7.56,66.6,24309,4/19/48
5092,6.7521,-11.8593,-15.2079,0.423,6.46654,2.7,4.25,66.61,24312.65,4/15/48
37863,-13.0241,-11.1814,11.0998,-0.63,0.00653,10.19,11.74,66.64,24323.6,4/4/48
19222,-3.5078,-15.1811,-13.2449,0.902,0.30157,6.03,7.58,66.67,24334.55,3/24/48
38426,-13.4833,8.7978,12.6297,0.451,3.90765,3.25,4.8,66.71,24349.15,3/9/48
88180,15.2277,3.2409,-13.2788,1.137,0.05807,7.82,9.37,66.71,24349.15,3/9/48
89847,13.0291,-9.1584,-12.8549,0.706,0.52492,5.42,6.98,66.72,24352.8,3/6/48
38541,-13.3008,-9.1936,12.5684,0.86,0.82533,4.93,6.49,66.76,24367.4,2/20/48
55019,11.2886,-14.754,8.6189,0.636,3.73789,3.29,4.85,66.76,24367.4,2/20/48
84519,11.0968,16.8812,-3.3595,0.946,0.37725,5.78,7.34,66.76,24367.4,2/20/48
13345,-5.6966,-9.4128,-17.2827,-0.63,0.00598,10.28,11.84,66.79,24378.35,2/9/48
94088,11.6826,-6.0549,-15.7034,0.509,2.44896,3.75,5.31,66.79,24378.35,2/9/48
56564,7.362,-4.3689,18.6272,1.447,0.03416,8.39,9.95,66.83,24392.95,1/26/48
22938,-18.9559,6.9253,3.7427,0.991,0.26217,6.18,7.74,66.91,24422.15,12/27/47
71807,13.7549,11.3401,10.199,0.902,0.21633,6.39,7.95,66.95,24436.75,12/13/47
49498,1.8724,-12.3098,16.3652,1.677,0.00576,10.32,11.89,67.04,24469.6,11/10/47
23532,-20.358,2.5353,1.5816,0.902,0.38083,5.77,7.34,67.08,24484.2,10/26/47
97722,9.8447,-8.0799,-16.1609,0.451,1.82275,4.07,5.64,67.08,24484.2,10/26/47
16689,-19.0412,6.8952,-3.6659,0.706,0.46228,5.56,7.13,67.09,24487.85,10/23/47
37593,-14.7428,-7.4039,12.3463,1.416,0.06761,7.65,9.22,67.17,24517.05,9/23/47
82698,8.545,18.7435,0.9826,1.137,0.07223,7.58,9.15,67.23,24538.95,9/2/47
43169,-11.7411,1.2733,16.9271,0.706,0.71682,5.09,6.66,67.29,24560.85,8/11/47
87381,6.0148,19.4957,-3.3134,1.137,0.15584,6.74,8.32,67.38,24593.7,7/9/47
15831,-18.2022,1.9911,-9.6076,0.54,0.62665,5.23,6.81,67.41,24604.65,6/28/47
68040,1.3276,14.8885,14.2885,1.51,0.03741,8.29,9.87,67.41,24604.65,6/28/47
89693,8.5211,16.428,-9.3016,1.416,0.03618,8.33,9.91,67.52,24644.8,5/19/47
33997,-17.7895,-2.7521,10.2627,1.447,0.03654,8.32,9.9,67.55,24655.75,5/8/47
72177,18.3091,6.7311,6.9882,1.242,0.01936,9.01,10.59,67.55,24655.75,5/8/47
7234,-12.243,10.2058,-13.2608,1.542,0.00424,10.66,12.24,67.59,24670.35,4/23/47
8776,-2.8893,-6.088,-19.6129,0.902,0.02908,8.57,10.15,67.61,24677.65,4/16/47
97870,4.3726,7.7943,-18.7138,0.743,2.77681,3.62,5.2,67.61,24677.65,4/16/47
4558,-9.7709,12.6044,-13.27,1.086,0.14451,6.83,8.41,67.63,24684.95,4/9/47
23629,-4.5042,-17.3383,-10.4656,1.416,0.04245,8.16,9.74,67.63,24684.95,4/9/47
55601,7.588,-6.9029,18.0434,-0.63,0.00766,10.01,11.6,67.66,24695.9,3/29/47
1331,-0.8664,6.6277,-19.6543,1.242,0.03668,8.31,9.9,67.68,24703.2,3/21/47
2945,-9.3699,15.5573,-10.0659,1.298,0.1078,7.14,8.73,67.69,24706.85,3/18/47
96775,9.8215,-3.9429,-17.8695,1.609,0.0184,9.06,10.65,67.71,24714.15,3/10/47
59736,12.1766,-4.5144,16.224,0.946,0.31142,5.99,7.58,67.75,24728.75,2/24/47
6938,-12.5956,11.8664,-11.5146,0.902,0.0232,8.81,10.4,67.76,24732.4,2/20/47
26199,-19.3002,-7.712,-0.7827,-0.03,0.04306,8.14,9.73,67.8,24747,2/6/47
26201,-19.2999,-7.713,-0.7808,-0.63,0.01102,9.62,11.21,67.8,24747,2/6/47
53767,8.2034,-12.2618,14.6669,0.071,0.13251,6.92,8.51,67.82,24754.3,1/29/47
64569,16.47,-1.564,12.6189,0.991,0.31509,5.98,7.57,67.83,24757.95,1/26/47
97266,10.3985,-10.1541,-14.896,1.038,0.11133,7.11,8.7,67.85,24765.25,1/18/47
49915,4.5117,-15.0828,13.6183,0.991,0.22845,6.33,7.92,67.86,24768.9,1/15/47
56093,11.5735,-12.4607,12.0037,-0.63,0.00665,10.17,11.76,67.86,24768.9,1/15/47
9845,-4.9743,-5.6991,-19.4068,-0.63,0.01484,9.3,10.89,67.9,24783.5,12/31/46
