index,x,y,z,color,lum,absmag,appmag,distly,distly_datetime,date
90056,4.1637,28.7246,-6.2135,1.416,0.02576,8.7,11.06,96.76,35317.4,2/27/18
5165,-9.5071,8.608,-26.7784,0.48,1.68755,4.16,6.52,96.79,35328.35,2/16/18
19221,-8.1262,-21.0291,-19.3213,1.038,0.19022,6.53,8.89,96.79,35328.35,2/16/18
21026,-23.1046,-13.2494,-13.1224,0.946,0.41616,5.68,8.04,96.79,35328.35,2/16/18
63287,23.4772,-6.4303,17.0012,0.902,0.11462,7.08,9.44,96.79,35328.35,2/16/18
10459,-6.355,-10.0948,-27.1993,-0.63,0.01136,9.59,11.95,96.82,35339.3,2/5/18
30650,-17.3082,-24.1068,-1.1751,-0.63,0.07439,7.55,9.91,96.82,35339.3,2/5/18
62610,23.7315,-10.1067,14.7584,1.478,0.0738,7.55,9.92,96.88,35361.2,1/14/18
74931,29.4488,3.9275,0.6959,1.038,0.06919,7.62,9.99,96.88,35361.2,1/14/18
96894,-11.687,27.0433,3.9004,0.743,0.69188,5.12,7.49,96.88,35361.2,1/14/18
24856,-6.4273,-25.5904,-13.6926,0.743,1.57141,4.23,6.6,96.91,35372.15,1/3/18
51417,8.6332,-20.1854,20.0421,1.038,0.1739,6.62,8.99,96.91,35372.15,1/3/18
81579,16.3946,24.7813,0.8797,1.137,0.06987,7.61,9.98,96.91,35372.15,1/3/18
6757,2.7152,-11.8154,-27.1517,1.137,0.05923,7.79,10.16,96.94,35383.1,12/23/17
13231,-11.7127,-10.7487,-25.1291,-0.63,0.01602,9.21,11.58,96.94,35383.1,12/23/17
89084,21.0103,6.1852,-20.1122,0.636,0.76656,5.01,7.38,96.94,35383.1,12/23/17
71510,25.2406,10.2609,11.9308,0.54,0.04622,8.06,10.43,96.97,35394.05,12/12/17
71511,25.241,10.2619,11.9292,0.54,0.10985,7.12,9.49,96.97,35394.05,12/12/17
592,-9.2585,23.2275,-16.141,-0.005,102.16956,-0.3,2.07,97.02,35412.3,11/24/17
18720,-24.2631,-8.1712,-15.1757,0.266,5.61464,2.85,5.22,97.02,35412.3,11/24/17
61680,18.6421,-2.2179,23.0938,0.902,0.41814,5.67,8.04,97.02,35412.3,11/24/17
90194,-0.2128,29.6937,-2.0025,0.82,0.46272,5.56,7.93,97.02,35412.3,11/24/17
5832,-11.116,8.6929,-26.2139,0.706,0.45038,5.59,7.96,97.05,35423.25,11/13/17
25293,2.2161,-26.0314,-14.2742,-0.63,0.02097,8.92,11.29,97.05,35423.25,11/13/17
59498,0.6715,12.7247,26.9157,0.021,14.65003,1.81,4.18,97.08,35434.2,11/2/17
89511,20.7935,-6.0861,-20.4308,0.144,12.07365,2.02,4.39,97.08,35434.2,11/2/17
76409,27.3045,11.7102,2.1659,1.038,0.13369,6.91,9.28,97.11,35445.15,10/22/17
92592,17.3784,-14.2804,-19.5434,-0.63,0.02795,8.61,10.98,97.14,35456.1,10/11/17
39125,-20.88,5,20.6874,0.706,0.51389,5.45,7.82,97.2,35478,9/20/17
59480,-1.3208,14.4114,26.0674,0.241,8.68708,2.38,4.75,97.2,35478,9/20/17
66330,1.9148,20.0709,21.9644,0.902,0.33641,5.91,8.28,97.2,35478,9/20/17
72481,17.4815,19.0613,14.8326,0.48,1.22144,4.51,6.88,97.2,35478,9/20/17
95581,-6.8129,28.7399,-4.0675,0.902,0.49077,5.5,7.87,97.2,35478,9/20/17
7994,-15.2252,7.55,-24.5085,1.478,0.03042,8.52,10.89,97.23,35488.95,9/9/17
51546,2.8337,-11.2456,27.4769,0.48,1.79942,4.09,6.46,97.23,35488.95,9/9/17
18047,-27.3564,11.8772,-0.749,0.54,1.41707,4.35,6.72,97.26,35499.9,8/29/17
68060,-8.0348,22.9752,17.2507,0.396,7.23422,2.58,4.95,97.26,35499.9,8/29/17
36926,-19.0252,-18.356,13.8624,0.54,0.72429,5.08,7.45,97.31,35518.15,8/10/17
86437,14.8599,24.615,-8.055,0.396,24.21975,1.26,3.64,97.34,35529.1,7/30/17
9493,-13.4931,0.0496,-26.6471,0.266,4.66046,3.05,5.43,97.37,35540.05,7/19/17
26475,-16.8347,-23.1745,-8.4656,0.48,2.63287,3.67,6.05,97.37,35540.05,7/19/17
92863,17.2517,-14.503,-19.6004,0.451,1.4874,4.29,6.67,97.37,35540.05,7/19/17
28242,-24.9737,-16.4318,-0.199,0.317,3.38227,3.4,5.78,97.46,35572.9,6/17/17
8644,-10.6519,-1.1185,-27.9205,1.242,0.03058,8.51,10.89,97.49,35583.85,6/6/17
18885,-14.035,-17.9094,-19.4046,-0.63,0.02664,8.66,11.04,97.49,35583.85,6/6/17
19633,-28.111,10.1862,0.5301,0.571,1.1627,4.56,6.94,97.49,35583.85,6/6/17
16727,-27.1378,12.2715,-2.7843,0.706,0.57773,5.32,7.7,97.52,35594.8,5/26/17
33244,-24.0839,-14.658,9.9955,0.902,0.3924,5.74,8.12,97.52,35594.8,5/26/17
79280,28.5564,-0.228,-8.9039,0.342,8.1232,2.45,4.83,97.52,35594.8,5/26/17
83449,-1.1389,28.8329,7.8849,-0.63,0.06572,7.68,10.06,97.52,35594.8,5/26/17
25194,-27.3462,-11.6417,-3.4632,0.54,0.28973,6.07,8.45,97.55,35605.75,5/15/17
31296,-20.9078,-21.2798,2.5386,0.396,3.03743,3.52,5.9,97.6,35624,4/27/17
45496,-13.0482,-2.3028,26.8487,0.902,21.20836,1.41,3.79,97.6,35624,4/27/17
57464,11.6111,-4.6728,27.1985,1.416,0.06831,7.64,10.02,97.6,35624,4/27/17
79816,23.1653,18.9627,-0.4417,0.991,0.10245,7.2,9.58,97.6,35624,4/27/17
97179,4.7177,16.4653,-24.557,1.038,0.25498,6.21,8.59,97.6,35624,4/27/17
82649,25.3739,-6.4139,-14.5778,0.991,0.22235,6.36,8.74,97.66,35645.9,4/5/17
65087,9.2755,14.868,24.3091,0.902,0.25078,6.23,8.61,97.69,35656.85,3/25/17
72835,16.8066,20.0133,14.6823,0.946,0.58553,5.31,7.69,97.72,35667.8,3/14/17
73971,27.1624,10.6923,6.8146,0.706,0.59641,5.29,7.67,97.72,35667.8,3/14/17
43976,-2.6325,-25.6193,15.3565,1.137,0.09723,7.26,9.64,97.75,35678.75,3/3/17
49489,-3.899,-7.1246,28.8735,1.416,0.01459,9.31,11.7,97.78,35689.7,2/20/17
32685,-24.9076,7.196,15.1178,0.423,2.70763,3.64,6.03,97.84,35711.6,1/29/17
78730,10.6182,26.748,8.5474,0.48,0.96572,4.76,7.15,97.87,35722.55,1/18/17
70431,14.1371,19.0305,18.4333,0.266,5.11813,2.95,5.34,97.9,35733.5,1/7/17
96547,11.0553,5.9892,-27.281,1.137,0.10408,7.18,9.57,97.93,35744.45,12/27/16
72774,27.3924,9.0372,8.4186,0.342,10.80521,2.14,4.53,97.96,35755.4,12/16/16
82241,-8.6996,26.128,12.0222,0.902,0.42622,5.65,8.04,97.96,35755.4,12/16/16
86570,16.2774,23.4042,-9.5246,0.706,6.57498,2.68,5.07,97.99,35766.35,12/5/16
32204,-3.3352,-29.1329,-6.6835,0.54,0.67053,5.16,7.55,98.05,35788.25,11/13/16
45834,-14.4459,4.8738,25.9245,1.416,0.04349,8.13,10.52,98.05,35788.25,11/13/16
92492,17.4292,4.5729,-24.0796,0.423,1.56465,4.24,6.63,98.05,35788.25,11/13/16
37935,-22.4444,-1.9979,19.9328,0.54,1.07319,4.65,7.04,98.07,35795.55,11/6/16
55888,12.2846,-11.0282,25.161,0.342,3.49091,3.37,5.76,98.1,35806.5,10/26/16
39584,-20.7299,4.7295,21.3085,-0.63,0.01268,9.47,11.86,98.13,35817.45,10/15/16
8876,-19.9977,12.9145,-18.4688,0.396,5.70145,2.84,5.23,98.22,35850.3,9/12/16
5213,-6.028,3.2295,-29.3525,1.038,0.08877,7.35,9.75,98.25,35861.25,9/1/16
54234,15.3735,-21.8823,13.8982,-0.63,0.0223,8.85,11.25,98.25,35861.25,9/1/16
30723,10.2877,-25.2378,-12.888,-0.63,0.06317,7.72,10.12,98.28,35872.2,8/21/16
77708,29.4988,4.3429,-4.4549,0.706,0.7525,5.03,7.43,98.28,35872.2,8/21/16
51538,-2.3935,-2.659,29.953,-0.63,0.02037,8.95,11.35,98.34,35894.1,7/30/16
86822,20.1883,17.7226,-13.7232,0.54,0.63831,5.21,7.61,98.34,35894.1,7/30/16
12626,-12.4235,-9.2362,-25.9014,0.636,0.85762,4.89,7.29,98.37,35905.05,7/19/16
94928,16.5299,-9.961,-23.1964,0.82,0.37093,5.8,8.2,98.37,35905.05,7/19/16
32127,-2.578,-29.2069,-7.1688,0.54,1.49127,4.29,6.69,98.4,35916,7/9/16
81192,21.5606,21.0735,-1.7967,-0.63,0.02366,8.79,11.19,98.46,35937.9,6/17/16
92793,18.1638,-2.3608,-24.0143,0.991,0.29791,6.04,8.44,98.46,35937.9,6/17/16
98222,4.3779,13.7299,-26.5529,0.706,0.63437,5.22,7.62,98.49,35948.85,6/6/16
5574,-7.348,3.8983,-29.0533,0.902,0.51358,5.45,7.85,98.52,35959.8,5/26/16
53910,-2.7922,5.181,29.6498,0.266,4.04416,3.21,5.61,98.54,35967.1,5/18/16
56579,18.6057,-20.6355,11.9098,0.636,0.86073,4.89,7.29,98.55,35970.75,5/15/16
67743,27.2674,-12.9545,1.5829,1.416,0.02798,8.61,11.01,98.55,35970.75,5/15/16
71814,0.9144,24.5635,17.5965,1.086,0.07636,7.52,9.92,98.55,35970.75,5/15/16
98682,14.2665,-15.1998,-21.9049,0.54,1.02596,4.7,7.1,98.58,35981.7,5/4/16
32459,-19.1847,-23.1208,3.5094,0.396,4.56451,3.08,5.48,98.61,35992.65,4/23/16
82719,21.7654,20.3375,-5.3058,0.54,1.10575,4.62,7.02,98.64,36003.6,4/12/16
56913,13.0425,-8.52,25.9491,-0.63,0.01486,9.3,11.7,98.67,36014.55,4/1/16
85811,23.5669,11.9026,-14.798,0.342,8.7886,2.37,4.77,98.67,36014.55,4/1/16
48914,7.202,-24.9906,15.4986,0.902,0.46151,5.56,7.97,98.7,36025.5,3/21/16
23342,-27.761,10.4207,6.156,0.54,0.99185,4.73,7.14,98.73,36036.45,3/10/16
90765,-3.2903,30.104,0.2912,1.416,0.04212,8.16,10.57,98.73,36036.45,3/10/16
11487,-16.9327,-1.4935,-25.0753,1.242,0.08408,7.41,9.82,98.76,36047.4,2/28/16
59124,-9.5374,20.1635,20.4985,1.298,0.05354,7.9,10.31,98.76,36047.4,2/28/16
13601,-11.2328,-12.1893,-25.3787,1.086,0.13843,6.87,9.28,98.82,36069.3,2/6/16
91066,19.1871,5.6746,-22.7702,1.137,0.04418,8.11,10.52,98.82,36069.3,2/6/16
82089,25.7466,14.032,-7.7204,0.991,0.31732,5.97,8.38,98.85,36080.25,1/26/16
60622,14.4045,1.0436,26.6664,1.416,0.09498,7.28,9.69,98.86,36083.9,1/23/16
68262,25.7542,4.227,15.4532,1.542,0.03782,8.28,10.69,98.88,36091.2,1/15/16
11532,-21.7747,21.0391,1.9291,0.54,1.38684,4.37,6.78,98.91,36102.15,1/4/16
28043,0.9275,-27.6798,-12.3883,0.192,36.14312,0.83,3.24,98.91,36102.15,1/4/16
63318,25.1145,-15.7505,6.4564,0.706,1.12208,4.6,7.01,98.91,36102.15,1/4/16
73156,3.0819,25.2184,16.5843,-0.63,7.90726,2.48,4.89,98.91,36102.15,1/4/16
15028,-19.0017,-7.7188,-22.37,1.137,0.03208,8.46,10.87,98.94,36113.1,12/24/15
24977,-24.8427,14.2119,10.0958,0.706,0.3121,5.99,8.4,98.94,36113.1,12/24/15
56017,16.3716,-17.4863,18.6351,1.038,0.22197,6.36,8.77,98.94,36113.1,12/24/15
12147,-10.7736,-9.8707,-26.6106,0.82,3.18092,3.47,5.88,98.97,36124.05,12/13/15
43003,-15.0909,-8.7367,24.8507,0.603,2.98231,3.54,5.95,98.97,36124.05,12/13/15
235,-3.2441,16.6118,-25.2132,1.478,0.01093,9.63,12.04,99,36135,12/3/15
62688,15.2663,5.3118,25.7081,0.991,0.15952,6.72,9.13,99,36135,12/3/15
31746,-27.6632,-2.4482,12.3766,1.416,0.02248,8.85,11.26,99.12,36178.8,10/20/15
70278,6.4914,22.4688,19.4278,1.137,0.11478,7.08,9.49,99.12,36178.8,10/20/15
79298,25.3868,16.7009,-1.0077,0.902,0.31613,5.98,8.39,99.12,36178.8,10/20/15
19169,-11.6008,-20.0604,-19.7118,1.137,0.10975,7.12,9.54,99.18,36200.7,9/28/15
37313,-21.1944,11.466,18.571,1.416,0.02706,8.64,11.06,99.18,36200.7,9/28/15
98324,12.1359,-4.4295,-27.5436,-0.63,0.0223,8.85,11.27,99.18,36200.7,9/28/15
61559,23.3598,-11.8356,15.5033,0.266,6.2613,2.73,5.15,99.21,36211.65,9/17/15
22189,10.7795,-24.1349,-15.1179,-0.63,0.06445,7.7,10.12,99.27,36233.55,8/26/15
67475,22.5366,7.4945,19.0572,0.946,3.05628,3.51,5.93,99.27,36233.55,8/26/15
20909,-28.4131,-6.1002,-9.1265,1.416,0.0089,9.85,12.27,99.3,36244.5,8/15/15
55636,9.6583,-7.7872,27.8188,0.991,0.26635,6.16,8.58,99.3,36244.5,8/15/15
70305,11.2682,20.7217,19.2877,-0.63,0.15056,6.78,9.2,99.33,36255.45,8/4/15
5767,-18.4072,24.26,-1.2508,0.144,62.22823,0.24,2.66,99.36,36266.4,7/24/15
71355,27.7108,7.1764,10.4666,0.991,0.21776,6.38,8.8,99.36,36266.4,7/24/15
13316,-25.9601,11.7993,-10.7869,-0.63,0.0212,8.91,11.33,99.39,36277.35,7/13/15
88227,22.34,-5.6306,-19.9682,1.137,0.13009,6.94,9.36,99.39,36277.35,7/13/15
47660,-7.2278,-8.1114,28.4963,0.706,0.33306,5.92,8.34,99.42,36288.3,7/2/15
48831,12.3837,-27.8007,1.9588,0.946,0.37542,5.79,8.21,99.42,36288.3,7/2/15
53259,9.8807,-16.4339,23.7144,0.706,1.28978,4.45,6.87,99.42,36288.3,7/2/15
53939,13.5852,-19.8505,18.7476,1.086,0.06959,7.62,10.04,99.42,36288.3,7/2/15
97586,14.2818,-9.4938,-25.2297,0.706,0.47291,5.54,7.96,99.45,36299.25,6/21/15
3743,0.3135,-1.416,-30.4812,1.086,0.12332,7,9.42,99.48,36310.2,6/10/15
66790,28.0269,-9.9451,6.8406,0.706,0.62957,5.23,7.65,99.48,36310.2,6/10/15
63433,6.7082,14.5704,25.9708,0.706,0.26749,6.16,8.58,99.51,36321.15,5/30/15
96641,14.7228,-6.615,-25.9087,0.946,0.39022,5.75,8.17,99.51,36321.15,5/30/15
64905,25.3466,-16.9476,1.6351,1.416,0.02962,8.55,10.97,99.54,36332.1,5/19/15
17543,-20.3074,-11.5673,-19.6653,1.137,0.08868,7.36,9.78,99.57,36343.05,5/8/15
38241,0.1995,-30.5358,-0.662,0.991,0.19581,6.5,8.92,99.57,36343.05,5/8/15
46145,-2.5002,-21.4463,21.6169,1.038,0.17705,6.6,9.03,99.6,36354,4/28/15
46605,-4.8064,-16.7002,25.1294,0.706,0.60829,5.26,7.69,99.6,36354,4/28/15
69337,1.3352,23.147,19.8978,0.902,0.1837,6.56,8.99,99.6,36354,4/28/15
70948,23.2747,-17.9281,-8.3881,1.038,0.13186,6.92,9.35,99.6,36354,4/28/15
86279,18.0556,22.3731,-10.3404,0.991,0.19775,6.48,8.91,99.6,36354,4/28/15
67893,-0.8013,22.6018,20.5566,0.706,0.61997,5.24,7.67,99.63,36364.95,4/17/15
68745,24.9598,6.9261,16.2201,1.242,0.07454,7.54,9.97,99.63,36364.95,4/17/15
15095,3.5572,-21.875,-21.0585,0.902,21.11733,1.41,3.84,99.66,36375.9,4/6/15
35316,-24.9896,-6.4024,16.4061,1.298,0.10201,7.2,9.63,99.66,36375.9,4/6/15
52980,5.9174,-11.2898,27.7877,0.902,0.4412,5.61,8.04,99.66,36375.9,4/6/15
42224,-16.7392,-7.5166,24.4642,0.902,0.16327,6.69,9.12,99.69,36386.85,3/26/15
43256,-17.6923,6.9436,23.9576,0.509,1.90943,4.02,6.45,99.69,36386.85,3/26/15
64028,16.8931,6.7994,24.5798,0.991,0.21937,6.37,8.8,99.72,36397.8,3/15/15
88896,1.1697,30.5612,-0.995,0.82,0.53633,5.4,7.83,99.76,36412.4,2/28/15
18998,-13.1166,-19.2261,-19.8804,1.137,0.07408,7.55,9.98,99.79,36423.35,2/17/15
46233,-13.2027,0.9431,27.5992,-0.63,0.03679,8.31,10.74,99.79,36423.35,2/17/15
57425,11.8114,-4.8079,27.8364,0.54,2.1378,3.9,6.33,99.82,36434.3,2/6/15
74245,18.3068,-20.9285,-12.8198,0.991,0.18112,6.58,9.01,99.82,36434.3,2/6/15
83433,25.42,-6.6657,-15.7308,1.416,0.04268,8.15,10.58,99.85,36445.25,1/26/15
73164,3.1185,25.4687,16.741,-0.63,8.28895,2.43,4.86,99.88,36456.2,1/15/15
10291,-23.2782,18.008,-8.5473,0.54,0.67107,5.16,7.59,99.91,36467.15,1/4/15
36247,-17.628,-22.6298,10.7873,1.416,0.07994,7.47,9.9,99.91,36467.15,1/4/15
4978,-13.8856,16.1277,-22.0653,1.137,0.08611,7.39,9.82,99.94,36478.1,12/24/14
51002,12.3452,-25.7948,11.0982,0.706,0.73717,5.06,7.49,100,36500,12/3/14
71985,30.0604,-6.1084,-0.06,0.54,3.04484,3.52,5.95,100,36500,12/3/14
88716,-9.4817,27.7249,9.1078,0.946,0.24425,6.26,8.69,100.03,36510.95,11/22/14
17660,-27.7642,13.073,-0.5885,1.298,0.10282,7.19,9.63,100.06,36521.9,11/11/14
61734,24.2737,-15.426,10.7203,-0.63,0.03838,8.26,10.7,100.06,36521.9,11/11/14
47777,-3.1305,-15.3102,26.4287,1.242,0.04021,8.21,10.65,100.09,36532.85,10/31/14
9591,-21.4966,12.8281,-17.7932,-0.63,0.02683,8.65,11.09,100.12,36543.8,10/20/14
42526,-0.1637,-29.4783,8.6513,0.571,2.56388,3.7,6.14,100.15,36554.75,10/9/14
93549,6.5397,24.2317,-17.7171,0.603,1.11918,4.6,7.04,100.15,36554.75,10/9/14
80298,-4.2575,27.9674,12.005,0.86,43.36755,0.63,3.07,100.18,36565.7,9/28/14
61887,17.5102,0.8096,25.2535,0.991,0.17117,6.64,9.08,100.22,36580.3,9/13/14
89618,19.8968,-13.1216,-19.4299,0.991,0.18954,6.53,8.97,100.25,36591.25,9/2/14
19420,-29.4889,-0.5604,-8.7324,0.603,1.21889,4.51,6.95,100.28,36602.2,8/22/14
9445,-6.8655,-7.9705,-28.9151,0.991,0.21789,6.38,8.82,100.31,36613.15,8/11/14
43710,-7.3413,-21.8667,20.3641,0.902,0.09167,7.32,9.76,100.31,36613.15,8/11/14
69647,25.7051,-16.1804,-4.9178,0.317,2.50169,3.73,6.17,100.31,36613.15,8/11/14
96816,6.0964,16.0806,-25.5146,0.48,1.56399,4.24,6.68,100.31,36613.15,8/11/14
9942,-22.6898,14.8,-14.6303,0.54,3.24166,3.45,5.89,100.37,36635.05,7/20/14
87080,23.3149,9.697,-17.6152,1.242,0.03756,8.29,10.73,100.37,36635.05,7/20/14
32197,-3.4246,-29.8497,-6.8508,0.48,1.62769,4.2,6.64,100.46,36667.9,6/18/14
22449,8.1365,-25.1566,-15.8676,1.086,6.25326,2.73,5.18,100.52,36689.8,5/27/14
30891,-28.1701,-8.6413,9.0892,0.423,1.78692,4.09,6.54,100.52,36689.8,5/27/14
64378,-8.4597,22.5231,19.3172,-0.63,0.12608,6.97,9.42,100.59,36715.35,5/1/14
74556,28.721,10.0562,5.0977,1.137,0.0781,7.49,9.94,100.59,36715.35,5/1/14
49526,-14.8428,21.9847,15.7972,0.706,0.36073,5.83,8.28,100.65,36737.25,4/9/14
57468,-2.3922,12.6662,28.0541,-0.167,134.64125,-0.6,1.85,100.65,36737.25,4/9/14
67953,11.5095,18.0777,22.2242,1.137,0.10214,7.2,9.65,100.65,36737.25,4/9/14
96152,-0.4815,26.173,-16.3686,1.242,0.02613,8.68,11.13,100.65,36737.25,4/9/14
7501,12.5493,-21.6895,-18.0514,0.946,0.19474,6.5,8.95,100.68,36748.2,3/29/14
19845,-1.0117,-24.3286,-18.9966,0.342,2.66346,3.66,6.11,100.68,36748.2,3/29/14
43139,-13.0663,-14.162,24.1347,0.54,1.15198,4.57,7.02,100.68,36748.2,3/29/14
94856,16.9098,-13.7118,-21.9048,1.542,0.10506,7.17,9.62,100.68,36748.2,3/29/14
99425,-0.0431,16.9968,-25.7853,0.192,11.84258,2.04,4.49,100.68,36748.2,3/29/14
74788,12.9748,24.4675,13.6881,0.706,0.50317,5.47,7.92,100.71,36759.15,3/18/14
32115,-27.0516,-10.87,10.2475,-0.63,0.02198,8.87,11.32,100.74,36770.1,3/7/14
82147,26.8347,12.5398,-8.8095,0.451,4.85269,3.01,5.46,100.74,36770.1,3/7/14
56355,12.6716,-9.6403,26.4961,0.86,0.87549,4.87,7.32,100.77,36781.05,2/24/14
64910,19.3719,6.2139,23.2736,0.706,0.95996,4.77,7.22,100.77,36781.05,2/24/14
65428,24.5233,-18.7318,-1.9657,0.423,3.094,3.5,5.95,100.8,36792,2/14/14
49627,13.0399,-27.8664,3.1867,0.706,1.55163,4.25,6.7,100.84,36806.6,1/30/14
56296,18.9432,-22.1268,10.4062,1.086,0.11138,7.11,9.56,100.84,36806.6,1/30/14
84930,2.1534,30.5351,4.4386,0.706,0.40812,5.7,8.15,100.84,36806.6,1/30/14
93345,9.769,20.8751,-20.6282,1.242,0.05138,7.95,10.4,100.84,36806.6,1/30/14
82804,26.9226,10.736,-10.8275,0.743,0.67773,5.15,7.6,100.87,36817.55,1/19/14
96424,3.0114,21.8999,-21.6482,0.603,1.99094,3.98,6.43,100.87,36817.55,1/19/14
18905,-0.5812,-23.8013,-19.7906,0.706,1.818,4.08,6.53,100.93,36839.45,12/28/13
25846,-22.4459,-20.0601,-7.2305,1.416,0.08234,7.44,9.89,100.93,36839.45,12/28/13
50868,0.5637,-10.2418,29.2112,0.82,0.50535,5.47,7.92,100.93,36839.45,12/28/13
75802,-4.6911,26.6951,14.9623,0.991,0.27014,6.15,8.6,100.93,36839.45,12/28/13
36299,-24.5333,0.9214,18.8777,0.991,0.13673,6.89,9.34,100.96,36850.4,12/17/13
43395,-16.7358,-1.8002,26.0185,1.086,0.04173,8.17,10.63,101.02,36872.3,11/25/13
99057,0.5414,17.4861,-25.578,0.423,3.98476,3.22,5.68,101.02,36872.3,11/25/13
48743,-1.7916,-14.2196,27.4859,1.298,0.10881,7.13,9.59,101.05,36883.25,11/14/13
63320,25.6618,-16.0867,6.601,0.902,0.68025,5.14,7.6,101.05,36883.25,11/14/13
17550,-22.6051,-9.6094,-18.9249,1.137,0.08891,7.35,9.81,101.09,36897.85,10/31/13
41009,-18.6499,-7.997,23.4459,1.242,0.03228,8.45,10.91,101.09,36897.85,10/31/13
35808,-12.5597,-27.8542,5.3362,0.946,0.96652,4.76,7.22,101.12,36908.8,10/20/13
42166,0.5462,-30.2168,6.9801,1.038,0.17108,6.64,9.1,101.12,36908.8,10/20/13
28541,-29.8064,-6.0153,6.1698,0.48,1.3724,4.38,6.84,101.15,36919.75,10/9/13
31373,-27.0994,5.5709,14.0451,-0.63,0.02155,8.89,11.35,101.15,36919.75,10/9/13
34811,-20.4491,16.4806,16.5377,0.946,0.33865,5.9,8.36,101.18,36930.7,9/28/13
40391,-15.0011,-19.392,19.0313,-0.63,0.01299,9.44,11.9,101.18,36930.7,9/28/13
51549,-3.0945,-1.5784,30.8416,1.609,0.03294,8.43,10.89,101.18,36930.7,9/28/13
86246,19.1868,21.6813,-11.183,-0.63,0.0123,9.5,11.96,101.18,36930.7,9/28/13
86440,24.5188,-3.1991,-18.7741,0.902,42.65978,0.65,3.11,101.21,36941.65,9/17/13
2661,-13.1293,22.8608,-16.434,1.038,36.86023,0.81,3.27,101.27,36963.55,8/26/13
8066,-15.8533,7.6179,-25.6185,0.603,3.30239,3.43,5.89,101.31,36978.15,8/11/13
37834,-19.4137,-17.88,16.4038,0.706,0.46007,5.57,8.03,101.31,36978.15,8/11/13
58796,20.7607,-15.644,17.0449,0.991,37.59222,0.79,3.25,101.34,36989.1,7/31/13
92883,18.6528,-3.2893,-24.6602,-0.056,152.53445,-0.73,1.73,101.37,37000.05,7/20/13
38330,-22.1838,-7.6486,20.4169,1.189,0.05911,7.8,10.26,101.4,37011,7/10/13
36600,-1.4613,-31.0164,-1.9796,0.82,0.39076,5.75,8.21,101.43,37021.95,6/29/13
87111,14.2318,26.2054,-8.8772,0.946,14.72002,1.81,4.27,101.43,37021.95,6/29/13
5517,-3.1186,-2.0024,-30.9021,0.991,0.2356,6.29,8.76,101.46,37032.9,6/18/13
36372,6.7977,-29.1611,-8.4909,-0.63,0.02912,8.56,11.03,101.46,37032.9,6/18/13
44090,-10.7327,-15.7896,24.5799,1.416,0.03374,8.4,10.87,101.46,37032.9,6/18/13
66224,10.6529,16.4155,24.2017,0.902,9.12386,2.32,4.79,101.46,37032.9,6/18/13
92149,18.112,6.4054,-24.4868,0.991,0.18038,6.58,9.05,101.46,37032.9,6/18/13
37334,-10.5955,-28.4037,7.0881,0.991,0.25849,6.19,8.66,101.49,37043.85,6/7/13
12578,-12.8242,-9.4253,-26.7805,1.086,0.06095,7.76,10.23,101.56,37069.4,5/12/13
84662,17.9502,-20.2671,-15.4118,0.991,0.31116,5.99,8.46,101.56,37069.4,5/12/13
89424,21.0432,-10.4962,-20.4328,0.706,1.7258,4.13,6.6,101.56,37069.4,5/12/13
26245,-28.0111,-13.4645,-2.1896,0.396,1.54557,4.25,6.72,101.57,37073.05,5/8/13
10430,-9.5345,-7.7487,-28.6382,0.991,0.12282,7,9.47,101.59,37080.35,5/1/13
26760,-28.1381,-13.3558,-0.9796,0.991,0.20011,6.47,8.94,101.59,37080.35,5/1/13
95749,-0.2053,26.917,-15.7203,-0.63,0.03144,8.48,10.95,101.62,37091.3,4/20/13
33586,-25.6195,6.6017,16.5035,-0.63,0.02177,8.88,11.35,101.65,37102.25,4/9/13
60335,18.2139,-4.675,24.8737,0.48,0.37827,5.78,8.25,101.65,37102.25,4/9/13
92582,-8.6051,29.7031,3.9978,-0.63,14.92114,1.79,4.26,101.65,37102.25,4/9/13
4156,-6.2017,6.9821,-29.7607,1.137,0.04809,8.02,10.49,101.68,37113.2,3/29/13
98174,-8.982,28.8468,-7.7522,0.902,0.27169,6.14,8.61,101.68,37113.2,3/29/13
9655,-3.3332,-12.0153,-28.6014,0.706,2.57243,3.7,6.17,101.72,37127.8,3/15/13
56380,2.6555,4.5436,30.7542,1.416,0.05039,7.97,10.44,101.72,37127.8,3/15/13
57332,-6.5834,16.673,25.538,1.242,0.02926,8.56,11.03,101.72,37127.8,3/15/13
73509,17.0537,21.7557,14.4699,1.416,0.15078,6.78,9.25,101.72,37127.8,3/15/13
45990,3.4454,-27.9827,13.3875,0.48,2.84849,3.59,6.06,101.75,37138.75,3/4/13
69125,28.6213,1.9229,12.2984,1.416,0.04351,8.13,10.6,101.75,37138.75,3/4/13
72824,30.7478,-5.2758,-0.9299,0.706,0.53286,5.41,7.88,101.75,37138.75,3/4/13
94957,17.0234,-13.9587,-22.1243,1.542,0.09346,7.3,9.77,101.75,37138.75,3/4/13
18981,-29.9811,8.2245,-2.868,0.54,3.09661,3.5,5.97,101.78,37149.7,2/21/13
33665,-25.1664,-14.4403,11.5266,0.706,0.56349,5.35,7.82,101.78,37149.7,2/21/13
39603,-13.7844,-23.0725,15.9249,0.603,5.33862,2.91,5.38,101.84,37171.6,1/30/13
74445,30.64,-4.9962,-3.6612,0.991,0.17377,6.63,9.1,101.91,37197.15,1/4/13
